date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:28:30	89/89	---M-Z	200	added ('OK')	text/plain	etag:%2259-5e95289bb604a-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/hardware_doc.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/hardware_doc.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/hardware_doc.html)
16:28:31	1553/1553	---M-Z	200	added ('OK')	text/plain	etag:%22611-5e95289ace91f-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/05-upgrade_firmware_sd.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/05-upgrade_firmware_sd.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/05-upgrade_firmware_sd.html)
16:28:31	24658/24658	---M-Z	200	added ('OK')	text/html	etag:%226052-5e95288f1c655-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/05-upgrade_firmware_sd_morethan_4g.html	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/05-upgrade_firmware_sd_morethan_4g.html	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/05-upgrade_firmware_sd.html)
16:28:32	889058/889058	---M--	200	added ('OK')	image/jpeg	etag:%22d90e2-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_cooling_fan_install0.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_cooling_fan_install0.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_cooling.html)
16:28:32	51013/51013	---M--	200	added ('OK')	image/jpeg	etag:%22c745-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/sdfirmwaretool.en.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/sdfirmwaretool.en.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/05-upgrade_firmware_sd.html)
16:28:32	920300/920300	---M--	200	added ('OK')	image/jpeg	etag:%22e0aec-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_cooling_radiator_install.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_cooling_radiator_install.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_cooling.html)
16:28:32	54610/54610	---M--	200	added ('OK')	image/jpeg	etag:%22d552-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/sdfirmwaretool_done.en.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/sdfirmwaretool_done.en.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/05-upgrade_firmware_sd.html)
16:28:33	6707/6707	---M-Z	200	added ('OK')	text/plain	etag:%221a33-5e95289c33ff0-gzip%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/sip_manual.md.txt	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_sources/sip_manual.md.txt	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/sip_manual.html)
16:28:33	916286/916286	---M--	200	added ('OK')	image/jpeg	etag:%22dfb3e-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_cooling_fan_install1.jpg	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/module_cooling_fan_install1.jpg	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/module_cooling.html)
16:28:33	64636/64636	---M--	200	added ('OK')	image/png	etag:%22fc7c-5e95269aba540%22	https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/opensips1.png	D:/1/rk3399/wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/_images/opensips1.png	(from https://wiki.t-firefly.com/en/ROC-RK3399-PC-Pro/sip_manual.html)
